排名,单词,词频,梯队,释义,分类,子分类,真题搭配,其他拼写,备注
2289,command,45,高频,命令,动作行为,身体动作,,,
2290,span,45,高频,跨度,空间地点,,,,
2291,norm,45,高频,规范,抽象概念,认知与抽象名词,,,
2292,hazard,45,高频,危险,健康医疗,,,,
2293,joint,45,高频,共同的、关节,人类与社会,,,,
2294,clerk,45,高频,职员,职业工作,,,,
2295,arrest,45,高频,逮捕,政治法律,,,,
2296,dictionary,45,高频,词典,教育学习,,,,
2297,hate,45,高频,讨厌,情感心理,,,,
2298,magic,45,高频,魔法,文化宗教,,,,
2299,numerous,45,高频,许多的,抽象概念,数量与程度,,,
2300,shoot,45,高频,射击,动作行为,身体动作,,,
2301,song,45,高频,歌曲,运动娱乐,,,,
2302,knit,45,高频,编织、针织,动作行为,身体动作,,,
2303,reading,45,高频,读物、读数,教育学习,,,,
2304,philosopher,44,高频,哲学家,文化宗教,,,,
2305,stranger,44,高频,陌生人,人类与社会,,,,
2306,obscure,44,高频,不为人知、晦涩难懂,抽象概念,性质与评价,obscure the fact,,
2307,faith,44,高频,信心、信仰,情感心理,,,,
2308,shock,44,高频,震惊,动作行为,身体动作,,,
2309,strive,44,高频,努力、斗争,动作行为,其他动作,,,
2310,grasp,44,高频,抓住,动作行为,身体动作,,,
2311,passion,44,高频,热情,情感心理,,,,
2312,settlement,44,高频,解决、移民地,政治法律,,,,
2313,sudden,44,高频,突然的,抽象概念,性质与评价,,,
2314,biology,44,高频,生物学,科学技术,,,,
2315,parliament,44,高频,原谅、国会,政治法律,,,,
2316,map,44,高频,地图,空间地点,,,,
2317,penalty,44,高频,处罚,政治法律,,,,
2318,tooth,44,高频,牙齿,人类与社会,,,,
2319,yesterday,44,高频,昨天,时间日期,,,,
2320,distract,44,高频,使转向、使分心,动作行为,身体动作,,,
2321,enemy,44,高频,敌人,政治法律,,,,
2322,abstract,44,高频,抽象的、摘要,抽象概念,认知与抽象名词,反义 concrete,,
2323,automobile,44,高频,汽车,交通旅行,,,,
2324,hungry,44,高频,饥饿的,情感心理,,,,
2325,motivate,44,高频,激发,动作行为,使动与影响,,,
2326,possession,44,高频,所有物、财产,商业经济,,,,
2327,rescue,44,高频,拯救,动作行为,其他动作,,,
2328,calculate,44,高频,计算,科学技术,,,,
2329,lane,44,高频,小路、泳道,空间地点,,,,
2330,lift,44,高频,提起,动作行为,身体动作,,,
2331,assembly,44,高频,集合、装配,政治法律,,,,
2332,rid,44,高频,摆脱,动作行为,身体动作,,,
2333,upper,44,高频,上面的、较高的,空间地点,,,,
2334,pet,44,高频,宠物,自然环境,,,,
2335,dish,44,高频,碟子,日常生活,,,,
2336,chart,43,高频,图表,科学技术,,,,
2337,arrival,43,高频,到达,时间日期,,,,
2338,kingdom,43,高频,王国,政治法律,,,,
2339,compose,43,高频,组成、作曲、撰写,动作行为,其他动作,,,
2340,readily,43,高频,快捷地、乐意地,抽象概念,数量与程度,,,
2341,cloud,43,高频,云,自然环境,,,,
2342,interfere,43,高频,妨碍、介入,动作行为,身体动作,,,
2343,poet,43,高频,诗人,文化宗教,,,,
2344,soul,43,高频,精神、灵魂,文化宗教,,,,
2345,alive,43,高频,活着的,自然环境,,,,
2346,exert,43,高频,用、运用,动作行为,身体动作,,,
2347,pioneer,43,高频,先驱,职业工作,,,,
2348,punish,43,高频,惩罚,动作行为,其他动作,,,
2349,alike,43,高频,与…相似,抽象概念,性质与评价,,,
2350,interference,43,高频,干涉,抽象概念,认知与抽象名词,,,
2351,plain,43,高频,平的、朴素的,自然环境,,,,
2352,anger,43,高频,怒气、使发怒,情感心理,,,,
2353,tiger,43,高频,老虎,自然环境,,,,
2354,menu,43,高频,菜单,食物营养,,,,
2355,pilot,43,高频,飞行员,职业工作,,,,
2356,violent,43,高频,暴力的,政治法律,,,,
2357,bore,43,高频,使厌烦、钻孔,动作行为,其他动作,,,
2358,update,43,高频,更新,动作行为,使动与影响,,,
2359,cream,43,高频,奶油,食物营养,,,,
2360,ton,43,高频,吨、大量,科学技术,,,,
2361,bomb,43,高频,炸弹,政治法律,,,,
2362,soda,43,高频,苏打,食物营养,,,,
2363,random,42,高频,随机的,抽象概念,性质与评价,,,
2364,output,42,高频,产量、输出,商业经济,,,,
2365,prolong,42,高频,延长,动作行为,身体动作,,,
2366,approval,42,高频,赞成,情感心理,,,,
2367,extension,42,高频,延伸,抽象概念,认知与抽象名词,,,
2368,surgery,42,高频,外科手术,健康医疗,,,,
2369,shut,42,高频,关上,动作行为,其他动作,,,
2370,ring,42,高频,响起,动作行为,身体动作,,,
2371,platform,42,高频,平台,空间地点,,,,
2372,enforce,42,高频,强迫,动作行为,使动与影响,enforce the law,,
2373,battery,42,高频,电池,科学技术,,,,
2374,convenience,42,高频,便利,抽象概念,认知与抽象名词,,,
2375,silicon,42,高频,硅,科学技术,,,,
2376,impress,42,高频,留下印象,动作行为,其他动作,,,
2377,hunger,42,高频,饥饿、渴望,情感心理,,,,
2378,rice,42,高频,稻、大米,食物营养,,,,
2379,tragedy,42,高频,悲剧,文化宗教,,,,
2380,policeman,42,高频,警察,职业工作,,,,
2381,fatigue,42,高频,疲劳,健康医疗,,,,
2382,wheat,42,高频,小麦,食物营养,,,,
2383,formation,41,高频,形成,抽象概念,认知与抽象名词,,,
2384,draft,41,高频,草稿、起草,动作行为,其他动作,,draught,
2385,dominant,41,高频,支配的,抽象概念,性质与评价,a dominant position,,
2386,verb,41,高频,动词,教育学习,,,,
2387,epidemic,41,高频,流行性的、流行病,健康医疗,,,,
2388,impulse,41,高频,冲动,抽象概念,认知与抽象名词,,,
2389,shelter,41,高频,庇护所,自然环境,,,,
2390,subtle,41,高频,微妙的、细微的,抽象概念,性质与评价,a subtle difference,,
2391,forth,41,高频,向前、离开、产生、拿出,空间地点,,,,
2392,oblige,41,高频,强迫,动作行为,使动与影响,,,
2393,spouse,41,高频,配偶,人类与社会,,,,
2394,tension,41,高频,张力、紧张,情感心理,,,,
2395,bargain,41,高频,廉价货、交易,商业经济,,,,
2396,chicken,41,高频,小鸡,食物营养,,,,
2397,comprehensive,41,高频,广泛的、全部的,抽象概念,性质与评价,comprehensive reform,,
2398,limitation,41,高频,限制,抽象概念,认知与抽象名词,,,
2399,weekly,41,高频,每周的、周刊,时间日期,,,,
2400,foster,41,高频,培养、培育,动作行为,使动与影响,,,
2401,nutrition,41,高频,营养,食物营养,,,,
2402,suburb,41,高频,市郊,空间地点,,,,
2403,foreigner,41,高频,外国人,人类与社会,,,,
2404,boundary,41,高频,界限,空间地点,,,,
2405,conform,41,高频,符合、遵照,动作行为,使动与影响,,,
2406,exploit,41,高频,开发、利用,动作行为,其他动作,exploit resources,,
2407,gesture,41,高频,手势、姿态,动作行为,身体动作,,,
2408,obligation,41,高频,义务,情感心理,,,,
2409,sweet,41,高频,甜的,食物营养,,,,
2410,absent,41,高频,不在场的、漫不经心的,抽象概念,性质与评价,,,
2411,deficit,41,高频,赤字,商业经济,,,,
2412,mode,40,高频,模式、状态,抽象概念,认知与抽象名词,,,
2413,crude,40,高频,粗鲁的、简陋的,抽象概念,性质与评价,,,
2414,mechanical,40,高频,机械的,科学技术,,,,
2415,govern,40,高频,统治、决定,动作行为,心理活动,,,
2416,evident,40,高频,明显的,抽象概念,性质与评价,it is evident that,,
2417,explosion,40,高频,爆炸,自然环境,,,,
2418,render,40,高频,使得、给予,动作行为,身体动作,,,
2419,layer,40,高频,层,科学技术,,,,
2420,melt,40,高频,融化、溶解,动作行为,使动与影响,,,
2421,caution,40,高频,谨慎、警告,情感心理,,,,
2422,transmit,40,高频,传送、发射,动作行为,变化趋势,,,
2423,automatic,40,高频,自动的,科学技术,,,,
2424,globe,40,高频,球体、地球,自然环境,,,,
2425,division,40,高频,分开、部门,抽象概念,认知与抽象名词,,,
2426,proceed,40,高频,继续进行,动作行为,起始与终止,,,
2427,compel,40,高频,迫使,动作行为,使动与影响,,,
2428,primitive,40,高频,原始的、简单的,抽象概念,性质与评价,,,
2429,steady,40,高频,稳定的,抽象概念,性质与评价,,,
2430,territory,40,高频,领土、领域,空间地点,,,,
2431,gallery,40,高频,画廊、长廊,文化宗教,,,,
2432,lower,40,高频,较低的、下级的,动作行为,其他动作,,,
2433,maintenance,40,高频,维护,动作行为,起始与终止,,,
2434,corner,40,高频,角落,空间地点,,,,
2435,pop,40,高频,流行的、突然出现,运动娱乐,,,,
2436,somewhere,40,高频,在某处,空间地点,,,,
2437,accuse,40,高频,控告,动作行为,社交交互,,,
2438,neutral,40,高频,中立的、中性的,政治法律,,,,
2439,renew,40,高频,更新、补充,动作行为,使动与影响,,,
2440,fifteen,40,高频,十五,时间日期,,,,
2441,harvest,40,高频,收获,自然环境,,,,
2442,mouse,40,高频,鼠,自然环境,,,,
2443,fox,40,高频,狐狸,自然环境,,,,
2444,liquid,40,高频,液体,科学技术,,,,
2445,ancestor,39,常见,祖先,人类与社会,,,,
2446,triumph,39,常见,胜利,动作行为,其他动作,,,
2447,folk,39,常见,民间音乐、人们,人类与社会,,,,
2448,guilty,39,常见,内疚,情感心理,,,,
2449,permission,39,常见,允许、许可,情感心理,,,,
2450,pour,39,常见,倾倒,动作行为,身体动作,,por,
2451,equivalent,39,常见,相同的,抽象概念,性质与评价,,,
2452,ultimate,39,常见,终极,抽象概念,性质与评价,,,
2453,excess,39,常见,过剩、过量,商业经济,,,,
2454,stream,39,常见,溪流、流淌,自然环境,,,,
2455,vice,39,常见,恶习、邪恶、缺点,政治法律,,,vise,
2456,coal,39,常见,煤,自然环境,,,,
2457,setback,39,常见,挫折,抽象概念,认知与抽象名词,,,
2458,deadline,39,常见,最后期限,时间日期,,,,
2459,spelling,39,常见,拼写,教育学习,,,,
2460,hinder,39,常见,阻碍,动作行为,社交交互,hinder progress,,
2461,ear,39,常见,耳朵,人类与社会,,,,
2462,session,39,常见,会议、阶段,教育学习,,,,
2463,fond,39,常见,喜欢,情感心理,,,,
2464,musician,39,常见,音乐家,职业工作,,,,
2465,narrative,39,常见,叙述,文化宗教,,,,
2466,classic,39,常见,传统的、古典的,文化宗教,,,,
2467,dislike,39,常见,不喜欢,情感心理,,,,
2468,semester,39,常见,学期,教育学习,,,,
2469,province,38,常见,省,空间地点,,in the province of,,
2470,column,38,常见,列,教育学习,,,,
2471,hence,38,常见,因此,抽象概念,逻辑与关系,,,
2472,celebrity,38,常见,名人,文化宗教,,,,
2473,prior,38,常见,优先的、在前的,抽象概念,性质与评价,,,
2474,forever,38,常见,永远,时间日期,,,,
2475,machinery,38,常见,机械,科学技术,,,,
2476,census,38,常见,人口普查,政治法律,,,,
2477,fade,38,常见,消退、消逝,动作行为,变化趋势,,,
2478,addict,38,常见,上瘾,健康医疗,,,,
2479,anyway,38,常见,无论如何,抽象概念,逻辑与关系,,,
2480,tolerant,38,常见,宽容的,情感心理,,,,
2481,architecture,38,常见,结构,文化宗教,,,,
2482,curb,38,常见,抑制,动作行为,社交交互,,kerb,
2483,entrepreneur,38,常见,企业家,职业工作,,,,
2484,forecast,38,常见,预测,科学技术,,,,
2485,controversial,38,常见,有争议的,抽象概念,性质与评价,a controversial issue,,
2486,ladder,38,常见,梯子,日常生活,,,,
2487,moon,38,常见,月球、月亮,自然环境,,,,
2488,oppose,38,常见,反对,动作行为,社交交互,,,
2489,subsidy,38,常见,津贴,商业经济,,,,
2490,confusion,38,常见,混乱,抽象概念,认知与抽象名词,,,
2491,enthusiasm,38,常见,热情,情感心理,,,,
2492,somehow,38,常见,以某种方式,抽象概念,逻辑与关系,,,
2493,birthday,38,常见,生日,时间日期,,,,
2494,inferior,38,常见,下级、较差的,抽象概念,性质与评价,,,
2495,fake,38,常见,伪造、假的,抽象概念,性质与评价,,,
2496,frequency,38,常见,频率,时间日期,,,,
2497,pile,38,常见,堆,日常生活,,,,
2498,realistic,38,常见,现实的,情感心理,,,,
2499,therapy,38,常见,治疗,健康医疗,,,,
2500,dirty,38,常见,脏的,自然环境,,,,
2501,disturb,38,常见,打扰,动作行为,使动与影响,,,
2502,biography,38,常见,传记,文化宗教,,,,
2503,outstanding,38,常见,杰出的,抽象概念,性质与评价,,,
2504,tower,38,常见,塔,空间地点,,,,
2505,wedding,38,常见,婚礼,文化宗教,,,,
2506,painful,37,常见,痛苦的,健康医疗,,,,
2507,confine,37,常见,限制,动作行为,使动与影响,,,
2508,assemble,37,常见,装配、召集,动作行为,身体动作,,,
2509,colony,37,常见,殖民地,政治法律,,,,
2510,wheel,37,常见,轮子,交通旅行,,,,
2511,literally,37,常见,逐字地、简直,抽象概念,数量与程度,,,
2512,worthy,37,常见,有价值的、值得的,抽象概念,性质与评价,,,
2513,crack,37,常见,裂缝,动作行为,身体动作,,,
2514,panic,37,常见,惊慌的,情感心理,,,,
2515,upgrade,37,常见,升级,动作行为,身体动作,,,
2516,supplement,37,常见,补充,动作行为,其他动作,,,
2517,till,37,常见,直到……为止,时间日期,,,,
2518,compound,37,常见,化合物,科学技术,,,,
2519,decorate,37,常见,装饰,动作行为,身体动作,,,
2520,rough,37,常见,粗糙的,抽象概念,性质与评价,,,
2521,scope,37,常见,范围,抽象概念,认知与抽象名词,,,
2522,advertise,37,常见,打广告,商业经济,,,advertize,
2523,fancy,37,常见,幻想、想象,情感心理,,,,
2524,sympathetic,37,常见,同情的,情感心理,,,,
2525,clever,37,常见,聪明的,情感心理,,,,
2526,fashionable,37,常见,时髦的,交通旅行,,,,
2527,hurry,37,常见,匆忙的,动作行为,其他动作,,,
2528,organism,37,常见,有机体,自然环境,,,,
2529,loyalty,37,常见,忠诚,情感心理,,,,
2530,prohibit,37,常见,禁止,动作行为,社交交互,prohibit sb. from doing,,
2531,alliance,37,常见,联盟,政治法律,,,,
2532,copyright,37,常见,版权,商业经济,,,,
2533,expertise,37,常见,专业知识,科学技术,,,expertize,
2534,leg,37,常见,腿,人类与社会,,,,
2535,spite,37,常见,恶意、怨恨,情感心理,,,,
2536,suicide,36,常见,自杀,政治法律,,,,
2537,acquisition,36,常见,收购、习得,抽象概念,认知与抽象名词,,,
2538,pole,36,常见,杆,空间地点,,,,
2539,democracy,36,常见,民主,政治法律,,,,
2540,consequently,36,常见,因此,抽象概念,逻辑与关系,,,
2541,fame,36,常见,名声,情感心理,,,,
2542,fulfil,36,常见,履行,动作行为,使动与影响,,fulfill,
2543,logical,36,常见,合理的、符合逻辑的,抽象概念,性质与评价,,,
2544,mankind,36,常见,人类,人类与社会,,,,
2545,monetary,36,常见,货币的,商业经济,,,,
2546,nose,36,常见,鼻子,人类与社会,,,,
2547,combat,36,常见,战斗,动作行为,其他动作,,,
2548,motive,36,常见,动机,情感心理,,,,
2549,variation,36,常见,变化,抽象概念,认知与抽象名词,,,
2550,harsh,36,常见,严厉的、恶劣的,情感心理,,,,
2551,provision,36,常见,提供、供给,商业经济,,,,
2552,temper,36,常见,脾气,情感心理,,,,
2553,exhaust,36,常见,耗尽,动作行为,身体动作,,,
2554,holder,36,常见,持有者,人类与社会,,,,
2555,linguistic,36,常见,语言的,文化宗教,,,,
2556,mine,36,常见,我的、矿,人类与社会,,,,
2557,servant,36,常见,仆人,职业工作,,,,
2558,reflection,36,常见,反射,抽象概念,认知与抽象名词,,,
2559,bread,36,常见,面包,食物营养,,,,
2560,golden,36,常见,金色的,商业经济,,,,
2561,precious,36,常见,宝贵的,情感心理,,,,
2562,accommodation,36,常见,住处、和解,日常生活,,,,
2563,charm,36,常见,魅力,情感心理,,,,
2564,consistent,36,常见,一致的,抽象概念,性质与评价,be consistent with,,
2565,distinct,36,常见,不同的,抽象概念,性质与评价,a distinct difference,,
2566,edit,36,常见,编辑,动作行为,身体动作,,,
2567,housework,36,常见,家务,日常生活,,,,
2568,lifetime,36,常见,一生,时间日期,,,,
2569,shirt,36,常见,衬衫,交通旅行,,,,
2570,amid,36,常见,在其间,空间地点,,,,
2571,identical,36,常见,相同的,抽象概念,性质与评价,identical to,,
2572,instruct,36,常见,指导,动作行为,社交交互,,,
2573,jacket,36,常见,夹克,交通旅行,,,,
2574,sake,36,常见,缘故、目的,抽象概念,认知与抽象名词,,,
2575,virus,36,常见,病毒,健康医疗,,,,
2576,wound,36,常见,受伤的,健康医疗,,,,
2577,beer,36,常见,啤酒,食物营养,,,,
2578,refugee,36,常见,难民,人类与社会,,,,
2579,nap,36,常见,小睡,动作行为,身体动作,,,
2580,classical,35,常见,古典的,文化宗教,,,,
2581,sequence,35,常见,顺序,抽象概念,认知与抽象名词,,,
2582,systematic,35,常见,系统的、成体系的,抽象概念,性质与评价,,,
2583,horizon,35,常见,地平线,自然环境,,,,
2584,apparent,35,常见,明显的,抽象概念,性质与评价,apparent reason,,
2585,guidance,35,常见,指导,情感心理,,,,
2586,passive,35,常见,被动的,情感心理,,,,
2587,creature,35,常见,生物,自然环境,,,,
2588,fierce,35,常见,凶猛的、激烈的,情感心理,,,,
2589,mix,35,常见,混合,动作行为,使动与影响,,,
2590,trigger,35,常见,触发,动作行为,身体动作,trigger a debate,,
2591,cue,35,常见,提示、暗示,抽象概念,认知与抽象名词,,,
2592,disable,35,常见,失去能力,动作行为,使动与影响,,dizable,
2593,hostile,35,常见,敌对的,情感心理,,be hostile to,,
2594,integrity,35,常见,诚实正直、完整,情感心理,,,,
2595,precise,35,常见,精确的,抽象概念,性质与评价,to be precise,precize,
2596,suppress,35,常见,压制、镇压,动作行为,身体动作,suppress dissent,,
2597,blow,35,常见,吹,动作行为,身体动作,,,
2598,bone,35,常见,骨,人类与社会,,,,
2599,gate,35,常见,门,空间地点,,,,
2600,abundant,35,常见,丰富的,自然环境,,,,
2601,appliance,35,常见,装置、应用,日常生活,,,,
2602,relax,35,常见,放松,动作行为,使动与影响,,,
2603,smooth,35,常见,光滑的、顺利的,抽象概念,性质与评价,,,
2604,appetite,35,常见,食欲,食物营养,,,,
2605,currency,35,常见,货币,商业经济,,,,
2606,laundry,35,常见,洗衣,日常生活,,,,
2607,bicycle,35,常见,自行车,交通旅行,,,,
2608,skirt,35,常见,裙子,交通旅行,,,,
2609,eastern,35,常见,东部的,空间地点,,,,
2610,lion,35,常见,狮子,自然环境,,,,
2611,toilet,35,常见,厕所,日常生活,,,,
2612,guilt,34,常见,内疚,情感心理,,,,
2613,tolerance,34,常见,宽容、容忍,情感心理,,,,
2614,parallel,34,常见,平行的、类似的,抽象概念,性质与评价,,,
2615,instinct,34,常见,本能,情感心理,,,,
2616,premium,34,常见,保险费、优质的,商业经济,,,,
2617,shuttle,34,常见,航天飞机,交通旅行,,,,
2618,collective,34,常见,集体的、共同的,抽象概念,性质与评价,,,
2619,flash,34,常见,闪,动作行为,其他动作,,,
2620,continuous,34,常见,连续的,时间日期,,,,
2621,resistant,34,常见,抵抗的,抽象概念,性质与评价,,,
2622,variable,34,常见,变量、多变的,抽象概念,性质与评价,,,
2623,visible,34,常见,可见的,抽象概念,性质与评价,,,
2624,withdraw,34,常见,退出、撤退,动作行为,身体动作,,,
2625,elaborate,34,常见,复杂的、详尽的,动作行为,社交交互,,,
2626,guess,34,常见,猜测,动作行为,身体动作,,,
2627,indispensable,34,常见,不可缺少的,抽象概念,性质与评价,,,
2628,sweep,34,常见,扫地,动作行为,身体动作,,,
2629,concrete,34,常见,具体的、确实的,抽象概念,性质与评价,,,
2630,electrical,34,常见,电的,科学技术,,,,
2631,governor,34,常见,统治者,政治法律,,,,
2632,incline,34,常见,倾斜、斜坡,动作行为,身体动作,,,
2633,mount,34,常见,山,动作行为,身体动作,,,
2634,straightforward,34,常见,坦率的,情感心理,,a straightforward answer,,
2635,habitat,34,常见,栖息地,自然环境,,,,
2636,spoil,34,常见,破坏,动作行为,其他动作,,,
2637,companion,34,常见,陪伴,人类与社会,,,,
2638,quarrel,34,常见,争吵,动作行为,社交交互,,,
2639,sorry,34,常见,抱歉,情感心理,,,,
2640,bureau,34,常见,办事处,商业经济,,,,
2641,heritage,34,常见,遗产,文化宗教,,,,
2642,mask,34,常见,面具,交通旅行,,,,
2643,coat,34,常见,外套,交通旅行,,,,
2644,countryside,34,常见,农村,自然环境,,,,
2645,dynamic,34,常见,动力、动态的,抽象概念,性质与评价,,,
2646,format,34,常见,版式、设计,科学技术,,,,
2647,secondary,34,常见,次要的,教育学习,,,,
2648,coin,34,常见,硬币,商业经济,,coin a term,,
2649,deposit,34,常见,存款,商业经济,,,,
2650,install,34,常见,安装,动作行为,身体动作,,,
2651,tremendous,34,常见,巨大的,抽象概念,数量与程度,,,
2652,voluntary,33,常见,自愿的,情感心理,,,,
2653,accuracy,33,常见,精确度,抽象概念,认知与抽象名词,,,
2654,silver,33,常见,银,商业经济,,,,
2655,shame,33,常见,羞愧,情感心理,,,,
2656,patience,33,常见,耐心,情感心理,,,,
2657,ambiguous,33,常见,模棱两可的,抽象概念,性质与评价,态度题高频,,
2658,suspicious,33,常见,可疑的,情感心理,,,,
2659,polite,33,常见,礼貌的,情感心理,,,,
2660,courage,33,常见,勇气,情感心理,,,corage,
2661,noble,33,常见,贵族的,情感心理,,,,
2662,suspend,33,常见,暂停,动作行为,身体动作,,,
2663,undermine,33,常见,逐渐削弱,动作行为,使动与影响,undermine confidence,,
2664,deliberate,33,常见,深思熟虑的、故意的,动作行为,其他动作,a deliberate attempt,,
2665,operator,33,常见,操作人员,职业工作,,,,
2666,substitute,33,常见,代替,动作行为,身体动作,,,
2667,fare,33,常见,车费,商业经济,,,,
2668,pollute,33,常见,污染,自然环境,,,,
2669,prominent,33,常见,突出的,抽象概念,性质与评价,a prominent figure,,
2670,thick,33,常见,厚的,抽象概念,性质与评价,,,
2671,enrich,33,常见,丰富,动作行为,使动与影响,,,
2672,guy,33,常见,家伙,人类与社会,,,,
2673,verbal,32,常见,语言的,抽象概念,性质与评价,,,
2674,behalf,32,常见,代表,人类与社会,,,,
2675,tolerate,32,常见,容忍,动作行为,其他动作,,,
2676,peculiar,32,常见,独特的、特殊的,情感心理,,,,
2677,hemisphere,32,常见,半球,自然环境,,,,
2678,pure,32,常见,纯粹的、纯的,抽象概念,性质与评价,,,
2679,outlook,32,常见,前景,情感心理,,,,
2680,rear,32,常见,后方、培育,人类与社会,,,,
2681,comparable,32,常见,可比较的,抽象概念,性质与评价,,,
2682,cast,32,常见,投射、铸造,动作行为,身体动作,,,
2683,mutual,32,常见,相互的,抽象概念,性质与评价,mutual benefit,,
2684,organisation,32,常见,组织,文化宗教,,,organization,
2685,row,32,常见,行、排,动作行为,其他动作,,,
2686,cheer,32,常见,欢呼,情感心理,,,,
2687,intensity,32,常见,强度,抽象概念,认知与抽象名词,,,
2688,nurture,32,常见,培育,动作行为,使动与影响,,,
2689,esteem,32,常见,尊敬,情感心理,,,,
2690,liberate,32,常见,解放,动作行为,其他动作,,,
2691,tennis,32,常见,网球,运动娱乐,,,,
2692,acceptance,32,常见,接受,抽象概念,认知与抽象名词,,,
2693,consensus,32,常见,共识,抽象概念,认知与抽象名词,,,
2694,cotton,32,常见,棉花,交通旅行,,,,
2695,nerve,32,常见,神经,人类与社会,,,,
2696,persist,32,常见,坚持,动作行为,起始与终止,persist in doing,,
2697,undergo,32,常见,经历,动作行为,其他动作,,,
2698,wallet,32,常见,钱包,日常生活,,,,
2699,wash,32,常见,洗,动作行为,身体动作,,,
2700,asleep,32,常见,睡着,健康医疗,,,,
2701,fate,32,常见,命运,抽象概念,认知与抽象名词,,,
2702,chat,32,常见,聊天,动作行为,社交交互,,,
2703,forty,32,常见,四十,时间日期,,,,
2704,impressive,32,常见,印象深刻的,情感心理,,,,
2705,spur,32,常见,刺激、促进,动作行为,使动与影响,,,
2706,forbid,32,常见,禁止,动作行为,其他动作,,,
2707,rational,32,常见,理性的,抽象概念,性质与评价,rational choice,,
2708,heel,32,常见,脚后跟,人类与社会,,,,
2709,desperate,31,常见,绝望的、不顾一切的,情感心理,,,,
2710,twelve,31,常见,十二,时间日期,,,,
2711,hesitate,31,常见,犹豫,动作行为,心理活动,,,
2712,index,31,常见,索引,教育学习,,,,
2713,attain,31,常见,达到、获得,动作行为,起始与终止,,,
2714,frighten,31,常见,害怕、惊吓,动作行为,使动与影响,,,
2715,appoint,31,常见,任命、安排、约定,动作行为,社交交互,,,
2716,drama,31,常见,戏剧,运动娱乐,,,,
2717,satisfactory,31,常见,令人满意的,情感心理,,,,
2718,thesis,31,常见,论文,教育学习,,,,
2719,clue,31,常见,线索,抽象概念,认知与抽象名词,,,
2720,defeat,31,常见,击败,动作行为,身体动作,,,
2721,oxygen,31,常见,氧,科学技术,,,,
2722,ball,31,常见,球,运动娱乐,,,,
2723,exclusive,31,常见,独有的,抽象概念,性质与评价,,,
2724,headache,31,常见,头痛,健康医疗,,,,
2725,membership,31,常见,会员,抽象概念,认知与抽象名词,,,
2726,twin,31,常见,双胞胎,人类与社会,,,,
2727,underground,31,常见,地下,空间地点,,,,
2728,upward,31,常见,向上,空间地点,,,,
2729,architect,31,常见,建筑师,职业工作,,,,
2730,consultant,31,常见,顾问,职业工作,,,,
2731,elevate,31,常见,举起、提拔,动作行为,身体动作,,,
2732,plunge,31,常见,陷入、暴跌,动作行为,身体动作,,,
2733,reception,31,常见,接待、招待会,文化宗教,,,,
2734,boast,31,常见,自夸,动作行为,其他动作,,,
2735,sue,31,常见,起诉,动作行为,身体动作,,,
2736,tape,31,常见,胶带,日常生活,,,,
2737,opera,31,常见,歌剧,运动娱乐,,,,
2738,cathedral,31,常见,大教堂,文化宗教,,,,
2739,greet,31,常见,打招呼,动作行为,其他动作,,,
2740,knock,31,常见,敲,动作行为,身体动作,,,
2741,mortgage,31,常见,抵押,商业经济,,,,
2742,rubbish,31,常见,垃圾,日常生活,,,,
2743,stereotype,31,常见,刻板,抽象概念,认知与抽象名词,,,
2744,decent,31,常见,体面的,抽象概念,性质与评价,,,
2745,seminar,31,常见,研讨会,教育学习,,,,
2746,zero,31,常见,零,时间日期,,,,
2747,adventure,31,常见,冒险,交通旅行,,,,
2748,affection,31,常见,喜爱、感情,情感心理,,,,
2749,constitution,30,常见,宪法,政治法律,,,,
2750,definite,30,常见,明确的,抽象概念,性质与评价,,,
2751,drift,30,常见,漂移、漂流,动作行为,身体动作,,,
2752,endeavor,30,常见,努力,动作行为,其他动作,,endeavour,
2753,enlarge,30,常见,扩大,动作行为,变化趋势,,,
2754,mineral,30,常见,矿物质,自然环境,,,,
2755,annoy,30,常见,令人厌烦的,情感心理,,,,
2756,bush,30,常见,灌木,自然环境,,,,
2757,poem,30,常见,诗,文化宗教,,,,
2758,scatter,30,常见,分散、散布,动作行为,变化趋势,,,
2759,wipe,30,常见,擦除,动作行为,身体动作,,,
2760,incredible,30,常见,难以置信的,抽象概念,性质与评价,,,
2761,mechanic,30,常见,技工,职业工作,,,,
2762,enthusiastic,30,常见,热情的,情感心理,,,,
2763,flourish,30,常见,繁荣,动作行为,其他动作,,florish,
2764,inch,30,常见,英寸,科学技术,,,,
2765,lung,30,常见,肺,人类与社会,,,,
2766,frame,30,常见,框架,动作行为,使动与影响,,,
2767,profile,30,常见,轮廓、简介,人类与社会,,,,
2768,youngster,30,常见,少年,人类与社会,,,,
2769,brick,30,常见,砖,日常生活,,,,
2770,dictate,30,常见,规定、口述,动作行为,身体动作,,,
2771,organ,30,常见,器官,人类与社会,,,,
2772,piano,30,常见,钢琴,运动娱乐,,,,
2773,twist,30,常见,扭曲、捻,动作行为,身体动作,,,
2774,wherever,30,常见,无论在哪里,空间地点,,,,
2775,gaze,30,常见,凝视,动作行为,其他动作,,,
2776,junior,30,常见,年资较浅的,教育学习,,,,
2777,subway,30,常见,地铁,交通旅行,,,,
2778,pyramid,30,常见,金字塔,自然环境,,,,
2779,remedy,30,常见,补救、治疗,动作行为,身体动作,,,
2780,mature,30,常见,成熟的,动作行为,使动与影响,,,
2781,pump,30,常见,泵,科学技术,,,,
